pid,utime,stime,priority,mem_usage,process_type
34206,1.52583744,0.628945408,0,49807360,True
34207,2.204313344,0.801201344,0,58818560,True
34218,0.06754392,0.08029996,0,8323072,False
34723,0.136543872,0.079923,0,7208960,True
34845,1.85525696,1.044881984,0,58818560,True
34846,0.534178624,0.227295328,0,11665408,True
34972,0.0,0.0,0,0,False
35017,0.573211392,0.24965696,0,17825792,True
35044,21.649629184,7.407356928,0,163627008,True
35047,0.239116288,0.164583088,0,13008896,True
35076,1.198411008,0.463339872,0,41762816,True
35083,2.122752,1.077810048,0,66240512,True
35084,0.5918368,0.261843712,0,11599872,True
35085,0.029814,0.008998666,0,3833856,True
35086,0.022657332,0.007274666,0,3473408,True
35296,308.614070272,95.831949312,0,372277248,True
35298,0.009408958,0.016913084,0,3244032,False
35302,779.228413952,381.094494208,0,153305088,True
35303,59.8444032,49.646948352,0,107642880,True
35305,2.812068864,1.24616,0,59899904,True
35307,14.741496832,1.980039424,0,165265408,True
35312,0.472181248,0.154653248,0,111591424,True
35314,64.978382848,18.663839744,0,62947328,True
35315,108.28406784,48.618242048,0,119275520,True
35316,0.0358275,0.031740376,0,20627456,True
35320,3.440491264,0.407304,0,150732800,True
35327,1155.734175744,117.136621568,0,733315072,True
35329,3.287921664,0.369338336,0,147767296,True
35330,0.014971833,0.003547291,0,2523136,True
35331,0.0448055,0.02105004,0,5210112,True
35332,129.715748864,12.724324352,0,189104128,True
35339,13.775848448,0.72151008,0,69894144,True
35467,1.815699584,1.002294016,0,59817984,True
35468,0.533562752,0.221932624,0,14106624,True
35491,30.565246976,2.969510144,0,205078528,True
35495,2.552544512,0.129500584,0,16482304,True
35496,0.798922944,0.033298208,0,16318464,True
35502,6.337907712,0.74694176,0,155254784,True
35503,1.991883392,0.282879008,0,124813312,True
35504,2.8920384,0.326685664,0,124305408,True
35505,2.97623936,0.323767712,0,128745472,True
35544,20.645359616,28.480768,0,9502720,False
35651,16.86897152,1.732680832,0,175505408,True
36049,3.56637568,0.42205824,0,66682880,True
36090,0.098646208,0.074537208,0,6488064,True
36393,0.018988584,0.012475041,0,6914048,True
36966,20.768647168,6.839888384,0,146538496,True
36968,0.008467541,0.030227876,0,3964928,False
36969,10.847318016,4.750539264,0,42696704,True
36970,1.771556608,0.915428352,0,26607616,True
36971,0.030375292,0.017244832,0,5799936,True
36972,39.199657984,3.631137536,0,172097536,True
36993,10.458537984,2.720462592,0,74612736,True
37007,4.977074688,1.993958528,0,77955072,True
37008,0.301902592,0.134594288,0,14024704,True
37013,0.016013458,0.00609175,0,3473408,True
37014,0.015686666,0.005955375,0,3473408,True
37015,1.14393344,0.444464992,0,38158336,True
37016,9.012656128,2.4123712,0,75939840,True
37019,0.266548784,0.055175376,0,4046848,True
37035,0.31422896,0.14196304,0,14450688,True
37037,0.016039,0.00655925,0,3473408,True
37039,10.295307264,21.333356544,0,37486592,False
37041,1.069118656,0.356929888,0,31457280,True
37042,0.003618791,0.006548916,0,1261568,False
37044,8.903395328,1.017869824,0,46301184,True
37058,6.91711232,4.194268416,0,14090240,True
37084,0.136282672,0.034949624,0,16023552,True
37085,0.032952876,0.008337875,0,3817472,True
37120,0.253826464,0.206593504,0,15990784,True
37134,8.814253056,0.743044288,0,51904512,True
37135,0.021658332,0.009273041,0,4669440,True
37136,1.05790944,0.3374208,0,43040768,True
37137,107.546738688,4.842433536,0,101974016,True
37139,0.623450048,0.254688128,0,26378240,True
37140,0.299063136,0.127486752,0,16367616,True
37141,0.291530496,0.125948912,0,17301504,True
37142,0.316378496,0.133897248,0,17252352,True
37143,0.323844736,0.136855584,0,17645568,True
37166,50.844213248,7.843800064,0,273317888,True
37188,0.0,0.0,0,0,False
37189,0.01003225,0.01731304,0,1392640,False
37829,0.984703232,0.355358208,0,31768576,True
37936,2.32470784,0.559876928,0,134299648,True
37942,5.275401216,0.673247808,0,59228160,True
37962,15.34130688,3.607985664,0,57638912,True
37969,111.837323264,13.57568,0,472547328,True
37974,3.33031424,2.288230912,0,180568064,True
38306,532.324581376,79.709872128,0,244940800,True
38391,28.480028672,8.866997248,0,227672064,True
38496,13.338105856,1.968996864,0,159154176,True
38509,38.045868032,5.035751936,0,200310784,True
38520,27.275055104,2.765147136,0,205127680,True
39022,0.03400054,0.050764332,0,4472832,False
39023,0.0,0.0,20,0,False
39060,0.398825056,0.483191264,0,8404992,False
39142,0.90247968,0.137218784,0,145620992,True
39173,0.121098208,0.05944704,0,17104896,True
39174,0.263174048,0.138111584,0,14450688,True
39244,1.715455616,0.450776928,0,127303680,True
39272,112.072851456,9.960142848,0,326991872,True
39292,285.060268032,39.689150464,0,394215424,True
39298,0.045043292,0.030097584,0,14008320,True
39346,0.0,0.0,0,0,False
39347,0.011664625,0.02400675,0,3751936,False
39385,0.051039792,0.027024584,0,51249152,True
39388,10.757097472,1.341951488,0,252592128,True
39391,1.949095936,0.26719504,0,167854080,True
39416,0.17356792,0.083862248,0,100925440,True
39429,0.076399,0.036000416,0,103989248,True
39432,0.836365312,0.141188256,0,164642816,True
39433,5.823200256,0.877913024,0,205291520,True
39436,0.04005304,0.023342292,0,67026944,True
39459,0.110063376,0.063828832,0,27557888,True
39460,0.094060624,0.049727752,0,28704768,True
39463,0.086208376,0.045043664,0,9289728,True
39464,0.103725544,0.047933248,0,129384448,True
39465,0.178257632,0.048779332,0,154992640,True
39466,0.044802416,0.032255166,0,89882624,True
